1395713690.11	38	67	0
1395713691.12	38	67	0
1395713692.12	38	67	0
1395713693.12	38	67	0
1395713694.12	38	67	0
1395713695.12	38	67	0
1395713696.13	38	67	0
1395713697.13	38	67	0
1395713698.13	38	67	0
1395713699.13	38	67	0
1395713700.14	38	67	0
1395713701.14	38	67	0
1395713702.14	38	67	0
1395713703.14	38	67	0
1395713704.14	38	67	0
1395713705.15	38	67	0
1395713706.15	38	67	0
1395713707.15	38	67	0
1395713708.15	38	67	0
1395713709.15	38	67	0
1395713710.16	38	67	0
1395713711.16	38	67	0
1395713712.16	38	67	0
1395713713.17	38	67	0
1395713714.17	38	67	0
1395713715.17	38	67	0
1395713716.17	38	67	0
1395713717.17	38	67	0
1395713718.18	38	67	0
1395713719.18	38	67	0
1395713720.18	38	67	0
1395713721.18	38	67	0
1395713722.19	38	67	0
1395713723.19	38	67	0
1395713724.19	38	67	0
